id,title,artist_id,genre,duration_seconds,description
song-262,Dark Flames,artist-7,Pop,342,"A dreamy pop piece floating on airy production and wistful, introspective lyrics."
song-263,Silent Mountains,artist-16,Electronic,168,"A cerebral electronic exploration balancing mechanical precision with organic, emotional undertones."
song-264,Dark Rivers,artist-6,Pop,216,A catchy pop tune with infectious hooks and a feel-good vibe from start to finish.
song-265,Midnight Memories,artist-13,Jazz,157,A lively jazz outing bouncing with rhythmic interplay and virtuosic musicianship.
song-266,Wild Horizons,artist-4,Rock,274,"A dynamic rock track shifting between brooding verses and explosive, cathartic choruses."
song-267,Midnight Memories,artist-9,Pop,265,An energetic pop hit bursting with rhythmic vitality and singalong appeal.
song-268,First Rivers,artist-19,Classical,163,A majestic classical piece unfolding with rich orchestral textures and timeless elegance.
song-269,Wild Waves,artist-17,Country,300,A warm country tune blending storytelling tradition with foot-stomping acoustic energy.
song-270,La Vie En Rose,artist-12,Jazz,211,"A dynamic jazz exploration blending complex chord changes with fluid, inventive soloing."
song-271,Eternal Mountains,artist-11,Jazz,156,A contemplative jazz ballad unfolding with gentle restraint and emotional depth.
song-272,Dogs,artist-3,Rock,355,A gritty rock tune channeling rebellious energy through distorted chords and pounding rhythms.
song-273,Eternal Shadows,artist-10,Pop,374,A catchy pop tune with infectious hooks and a feel-good vibe from start to finish.
song-274,Smooth Criminal,artist-8,Pop,207,A silky pop number with lush harmonies and an effortlessly memorable chorus.
song-275,Last Stars,artist-6,Pop,175,A sleek pop groove layering smooth rhythms with captivating melodic twists.
song-276,Distant Mountains,artist-1,Rock,388,An anthemic rock song blending heavy instrumentation with soaring vocal melodies.
song-277,Eternal Storms,artist-15,Electronic,157,"A driving electronic piece built on layered synths and a relentless, hypnotic beat."
song-278,Bright Memories,artist-17,Country,398,A spirited country anthem celebrating rural life with infectious energy and singalong melodies.
song-279,Broken Storms,artist-11,Jazz,246,A smooth jazz composition gliding through mellow grooves and nuanced melodic phrasing.
song-280,Bitches Brew,artist-11,Jazz,247,A haunting jazz meditation drifting through shadowy harmonies and introspective silences.
song-281,Distant Horizons,artist-5,Rock,216,A hard-hitting rock number built on thunderous drums and electrifying guitar work.
song-282,La Isla Bonita,artist-7,Pop,392,An upbeat pop anthem radiating positive energy through bright melodies and crisp arrangements.
song-283,Across the Universe,artist-10,Pop,234,"A dreamy, philosophical rock song flowing with poetic imagery and cosmic wonder."
song-284,9 to 5,artist-18,Country,215,A spirited country-pop anthem about the daily grind and workplace empowerment.
song-285,Electric Mountains,artist-3,Rock,170,A powerful rock piece weaving dark lyrical themes with blistering guitar solos.
song-286,Bright Rivers,artist-14,Reggae,262,"A contemplative reggae ballad infused with warmth, longing, and gentle island breezes."
song-287,Trans-Europe Express,artist-16,Electronic,185,A hypnotic electronic journey mimicking the rhythmic pulse of continental rail travel.
song-288,Last Echoes,artist-15,Electronic,201,"A shimmering electronic composition blending ambient washes with crisp, mechanical rhythms."
song-289,Eternal Flames,artist-9,Pop,234,"A vibrant pop song combining playful lyrics with a toe-tapping, radio-ready groove."
song-290,Midnight Horizons,artist-18,Country,256,A reflective country ballad painting vivid scenes of love and loss with poetic simplicity.
song-291,Rising Lights,artist-16,Electronic,162,A hypnotic electronic track locking into a deep groove of interlocking synth patterns.
song-292,First Dreams,artist-5,Rock,230,A muscular rock anthem fueled by relentless riffs and commanding vocal delivery.
song-293,Lost Memories,artist-11,Jazz,274,A swinging jazz number driven by rhythmic vitality and spontaneous creative energy.
song-294,Lost Lights,artist-10,Pop,294,"A dreamy pop piece floating on airy production and wistful, introspective lyrics."
song-295,Four,artist-11,Jazz,355,A swinging jazz number driven by rhythmic vitality and spontaneous creative energy.
song-296,Electric Shadows,artist-16,Electronic,208,"A sleek electronic track fusing minimalist melodies with deep, throbbing bass pulses."
song-297,Milestones,artist-11,Jazz,271,A warm jazz piece radiating understated elegance through subtle rhythmic shifts and lush tones.
song-298,Broken Memories,artist-12,Jazz,412,"A dynamic jazz exploration blending complex chord changes with fluid, inventive soloing."
song-299,First Voices,artist-10,Pop,410,An energetic pop hit bursting with rhythmic vitality and singalong appeal.
song-300,Ode to Joy,artist-19,Classical,251,A pastoral classical work painting serene landscapes with flowing melodies and soft orchestration.
song-301,Summertime,artist-12,Jazz,396,A spirited jazz composition celebrating the art of improvisation with infectious swing.
song-302,Midnight Mountains,artist-12,Jazz,333,A smooth jazz composition gliding through mellow grooves and nuanced melodic phrasing.
song-303,Sunday Mornin Comin Down,artist-18,Country,310,A lively country track driven by rollicking rhythms and down-home charm.
song-304,A Kind of Magic,artist-5,Rock,213,A gritty rock tune channeling rebellious energy through distorted chords and pounding rhythms.
song-305,Fading Echoes,artist-8,Pop,297,A polished pop track blending smooth vocals with shimmering production and danceable beats.
song-306,Dancing Queen,artist-10,Pop,366,A sparkling disco-pop classic that captures the joy of being young and carefree.
song-307,Dark Waves,artist-16,Electronic,299,A luminous electronic piece radiating digital warmth through cascading arpeggios and steady beats.
song-308,While My Guitar Gently Weeps,artist-8,Pop,420,A catchy pop tune with infectious hooks and a feel-good vibe from start to finish.
song-309,Golden Mountains,artist-16,Electronic,184,A hypnotic electronic track locking into a deep groove of interlocking synth patterns.
song-310,Bright Mountains,artist-9,Pop,170,"A dreamy pop piece floating on airy production and wistful, introspective lyrics."
song-311,Silent Echoes,artist-18,Country,244,A lively country track driven by rollicking rhythms and down-home charm.
song-312,The Way You Make Me Feel,artist-10,Pop,241,A flirtatious pop-funk track celebrating the thrill of romantic attraction.
song-313,War,artist-14,Reggae,207,A forceful reggae protest song demanding an end to conflict and injustice.
song-314,First Waves,artist-8,Pop,182,A sleek pop groove layering smooth rhythms with captivating melodic twists.
song-315,Last Storms,artist-4,Rock,386,A gritty rock tune channeling rebellious energy through distorted chords and pounding rhythms.
song-316,Bright Horizons,artist-6,Pop,309,A catchy pop tune with infectious hooks and a feel-good vibe from start to finish.
song-317,Dark Horizons,artist-11,Jazz,208,A smooth jazz composition gliding through mellow grooves and nuanced melodic phrasing.
song-318,Dancing in the Dark,artist-5,Rock,354,"A driving rock track with powerful guitar riffs and raw, unfiltered energy."
song-319,Buffalo Soldier,artist-14,Reggae,187,"A reggae history lesson about African soldiers in the American West, told with a catchy lilt."
song-320,Silent Mountains,artist-9,Pop,345,A silky pop number with lush harmonies and an effortlessly memorable chorus.
song-321,A Hard Days Night,artist-6,Pop,398,An energetic pop-rock opener driven by an iconic opening chord and youthful exuberance.
song-322,Hey Jude,artist-10,Pop,251,"An epic pop ballad building from intimate encouragement to a massive, joyful singalong."
song-323,Blue in Green,artist-12,Jazz,277,"A haunting, introspective jazz ballad painted in shades of melancholy and beauty."
song-324,Vogue,artist-10,Pop,271,A stylish dance-pop track celebrating self-expression through fashion and movement.
song-325,Midnight Voices,artist-10,Pop,270,A polished pop track blending smooth vocals with shimmering production and danceable beats.
song-326,Da Funk,artist-15,Electronic,339,"A gritty, relentless electronic groove driven by a distorted synth bass line."
song-327,Candle in the Wind,artist-9,Pop,323,A tender pop tribute mourning the loss of an icon gone too soon.
song-328,Super Trouper,artist-10,Pop,267,A catchy pop tune with infectious hooks and a feel-good vibe from start to finish.
song-329,Eternal Mountains,artist-15,Electronic,292,A luminous electronic piece radiating digital warmth through cascading arpeggios and steady beats.
song-330,Last Shadows,artist-15,Electronic,397,"A driving electronic piece built on layered synths and a relentless, hypnotic beat."
song-331,Highway to Hell,artist-5,Rock,251,"A defiant hard rock anthem embracing the wild, reckless road of rock and roll."
song-332,Voyager,artist-16,Electronic,360,A dreamy electronic odyssey gliding through synthesized textures and pulsing rhythms.
song-333,Rising Mountains,artist-13,Jazz,234,A haunting jazz meditation drifting through shadowy harmonies and introspective silences.
song-334,Coat of Many Colors,artist-18,Country,239,A lively country track driven by rollicking rhythms and down-home charm.
song-335,Electric Waves,artist-2,Rock,416,An intense rock composition merging melodic hooks with explosive instrumental passages.
song-336,Run Like Hell,artist-2,Rock,285,A powerful rock piece weaving dark lyrical themes with blistering guitar solos.
song-337,Dark Flames,artist-2,Rock,329,A gritty rock tune channeling rebellious energy through distorted chords and pounding rhythms.
song-338,Black or White,artist-7,Pop,382,"A dreamy pop piece floating on airy production and wistful, introspective lyrics."
song-339,First Waves,artist-5,Rock,268,A hard-hitting rock number built on thunderous drums and electrifying guitar work.
song-340,Lost Stars,artist-3,Rock,310,A sweeping rock ballad balancing heavy instrumentation with moments of quiet introspection.
song-341,Contact,artist-15,Electronic,264,A hypnotic electronic track locking into a deep groove of interlocking synth patterns.
song-342,Fading Memories,artist-18,Country,397,A spirited country anthem celebrating rural life with infectious energy and singalong melodies.
song-343,Silent Echoes,artist-13,Jazz,413,A swinging jazz number driven by rhythmic vitality and spontaneous creative energy.
song-344,Fading Mountains,artist-8,Pop,404,An energetic pop hit bursting with rhythmic vitality and singalong appeal.
song-345,Broken Echoes,artist-5,Rock,265,A muscular rock anthem fueled by relentless riffs and commanding vocal delivery.
song-346,Rock with You,artist-6,Pop,284,A silky pop number with lush harmonies and an effortlessly memorable chorus.
song-347,Tour de France,artist-16,Electronic,169,"A driving electronic piece built on layered synths and a relentless, hypnotic beat."
song-348,Bright Dreams,artist-7,Pop,286,A polished pop track blending smooth vocals with shimmering production and danceable beats.
song-349,Silent Horizons,artist-15,Electronic,354,An atmospheric electronic journey drifting through ethereal pads and rhythmic precision.
song-350,Lost Dreams,artist-10,Pop,402,A breezy pop track carried by warm melodies and sparkling synth textures.
song-351,Golden Voices,artist-1,Rock,196,A muscular rock anthem fueled by relentless riffs and commanding vocal delivery.
song-352,Yesterday,artist-7,Pop,150,"A soulful pop ballad showcasing emotive vocals over gentle, sweeping instrumentation."
song-353,Electric Mountains,artist-19,Classical,160,A solemn classical composition evoking deep feeling through restrained dynamics and noble themes.
song-354,Bright Dreams,artist-3,Rock,300,"A driving rock track with powerful guitar riffs and raw, unfiltered energy."
song-355,Have a Cigar,artist-2,Rock,166,An anthemic rock song blending heavy instrumentation with soaring vocal melodies.
song-356,Silent Echoes,artist-1,Rock,404,"A driving rock track with powerful guitar riffs and raw, unfiltered energy."
song-357,Strawberry Fields Forever,artist-8,Pop,272,"A soulful pop ballad showcasing emotive vocals over gentle, sweeping instrumentation."
song-358,Silent Roads,artist-11,Jazz,193,"A dynamic jazz exploration blending complex chord changes with fluid, inventive soloing."
song-359,Eternal Stars,artist-15,Electronic,191,"A driving electronic piece built on layered synths and a relentless, hypnotic beat."
song-360,A Love Supreme,artist-12,Jazz,261,A swinging jazz number driven by rhythmic vitality and spontaneous creative energy.
song-361,Dream a Little Dream of Me,artist-11,Jazz,310,A swinging jazz number driven by rhythmic vitality and spontaneous creative energy.
song-362,The Robots,artist-16,Electronic,319,A dynamic electronic groove evolving through shifting patterns and immersive sonic layers.
song-363,Silent Dreams,artist-6,Pop,223,"A dreamy pop piece floating on airy production and wistful, introspective lyrics."
song-364,Wild Shadows,artist-17,Country,288,A spirited country anthem celebrating rural life with infectious energy and singalong melodies.
song-365,Young Lust,artist-2,Rock,276,A hard-hitting rock number built on thunderous drums and electrifying guitar work.
song-366,Soul Rebel,artist-14,Reggae,151,A vibrant reggae number fusing dub textures with catchy melodies and social commentary.
song-367,Life in the Fast Lane,artist-3,Rock,331,A hard-hitting rock number built on thunderous drums and electrifying guitar work.
song-368,Africa Unite,artist-14,Reggae,368,A rhythmic reggae anthem radiating peace and positivity through offbeat guitar chops.
song-369,Rising Shadows,artist-9,Pop,222,An energetic pop hit bursting with rhythmic vitality and singalong appeal.
song-370,Midnight Horizons,artist-15,Electronic,196,A dynamic electronic groove evolving through shifting patterns and immersive sonic layers.
song-371,Immigrant Song,artist-5,Rock,248,An anthemic rock song blending heavy instrumentation with soaring vocal melodies.
song-372,Electric Lights,artist-16,Electronic,291,A high-energy electronic anthem powered by pounding kicks and euphoric synth leads.
song-373,Rising Rivers,artist-18,Country,168,A reflective country ballad painting vivid scenes of love and loss with poetic simplicity.
song-374,Wild Flames,artist-8,Pop,406,A polished pop track blending smooth vocals with shimmering production and danceable beats.
song-375,Jackson,artist-18,Country,185,A heartfelt country song telling a story of life and love over twangy guitar and fiddle.
song-376,Neon Lights,artist-15,Electronic,209,"A cerebral electronic exploration balancing mechanical precision with organic, emotional undertones."
song-377,St James Infirmary Blues,artist-12,Jazz,283,A sophisticated jazz piece exploring rich harmonic textures with elegant improvisational flair.
song-378,Fragments of Time,artist-15,Electronic,385,"A driving electronic piece built on layered synths and a relentless, hypnotic beat."
song-379,Short Circuit,artist-15,Electronic,286,A dynamic electronic groove evolving through shifting patterns and immersive sonic layers.
song-380,Eleanor Rigby,artist-7,Pop,393,An upbeat pop anthem radiating positive energy through bright melodies and crisp arrangements.
song-381,Dark Shadows,artist-16,Electronic,202,An atmospheric electronic journey drifting through ethereal pads and rhythmic precision.
song-382,Distant Memories,artist-14,Reggae,279,"A steady reggae jam layering rich harmonies over a pulsing, head-nodding rhythm."
song-383,Midnight Rivers,artist-1,Rock,316,A powerful rock piece weaving dark lyrical themes with blistering guitar solos.
song-384,Electric Voices,artist-3,Rock,372,A gritty rock tune channeling rebellious energy through distorted chords and pounding rhythms.
song-385,Fur Elise,artist-19,Classical,295,A vibrant classical piece sparkling with rhythmic vitality and brilliant orchestral color.
song-386,Broken Lights,artist-15,Electronic,224,"A pulsating electronic track weaving synthetic textures into a mesmerizing, futuristic soundscape."
song-387,Tutu,artist-12,Jazz,296,A moody jazz track painting atmospheric soundscapes with expressive instrumental interplay.
song-388,Under Pressure,artist-5,Rock,285,A muscular rock anthem fueled by relentless riffs and commanding vocal delivery.
song-389,Eternal Dreams,artist-19,Classical,318,A majestic classical piece unfolding with rich orchestral textures and timeless elegance.
song-390,Bright Rivers,artist-18,Country,163,A tender country piece exploring themes of home and belonging with quiet sincerity.
song-391,Broken Lights,artist-9,Pop,373,"A vibrant pop song combining playful lyrics with a toe-tapping, radio-ready groove."
song-392,Pigs,artist-3,Rock,183,A powerful rock piece weaving dark lyrical themes with blistering guitar solos.
song-393,First Memories,artist-17,Country,286,"A soulful country number weaving tales of the heartland with authentic, earthy instrumentation."
song-394,One More Time,artist-15,Electronic,370,An atmospheric electronic journey drifting through ethereal pads and rhythmic precision.
song-395,Midnight Waves,artist-17,Country,258,A reflective country ballad painting vivid scenes of love and loss with poetic simplicity.
song-396,Dark Shadows,artist-3,Rock,301,A powerful rock piece weaving dark lyrical themes with blistering guitar solos.
song-397,Desperado,artist-3,Rock,382,A hard-hitting rock number built on thunderous drums and electrifying guitar work.
song-398,Fading Lights,artist-8,Pop,318,A silky pop number with lush harmonies and an effortlessly memorable chorus.
song-399,Broken Dreams,artist-12,Jazz,302,A contemplative jazz ballad unfolding with gentle restraint and emotional depth.
song-400,Wild Horizons,artist-18,Country,378,A lively country track driven by rollicking rhythms and down-home charm.
song-401,Electric Skies,artist-6,Pop,304,A catchy pop tune with infectious hooks and a feel-good vibe from start to finish.
song-402,Satisfy My Soul,artist-14,Reggae,285,A grooving reggae track celebrating unity and love over a classic roots foundation.
song-403,Papa Dont Preach,artist-6,Pop,166,"A dreamy pop piece floating on airy production and wistful, introspective lyrics."
song-404,Fading Voices,artist-19,Classical,297,A majestic classical piece unfolding with rich orchestral textures and timeless elegance.
song-405,Golden Stars,artist-7,Pop,331,A breezy pop track carried by warm melodies and sparkling synth textures.
song-406,Waldstein Sonata,artist-20,Classical,187,A majestic classical piece unfolding with rich orchestral textures and timeless elegance.
song-407,Killer Queen,artist-1,Rock,385,"A driving rock track with powerful guitar riffs and raw, unfiltered energy."
song-408,Dark Shadows,artist-14,Reggae,229,A grooving reggae track celebrating unity and love over a classic roots foundation.
song-409,Rising Memories,artist-5,Rock,199,A powerful rock piece weaving dark lyrical themes with blistering guitar solos.
song-410,Last Rivers,artist-16,Electronic,204,"A cerebral electronic exploration balancing mechanical precision with organic, emotional undertones."
song-411,Dark Stars,artist-16,Electronic,379,"A cerebral electronic exploration balancing mechanical precision with organic, emotional undertones."
song-412,Rising Rivers,artist-4,Rock,221,A hard-hitting rock number built on thunderous drums and electrifying guitar work.
song-413,Computer Love,artist-16,Electronic,329,"A pulsating electronic track weaving synthetic textures into a mesmerizing, futuristic soundscape."
song-414,Wild Stars,artist-12,Jazz,364,A haunting jazz meditation drifting through shadowy harmonies and introspective silences.
song-415,Distant Lights,artist-4,Rock,248,An anthemic rock song blending heavy instrumentation with soaring vocal melodies.
song-416,Broken Stars,artist-15,Electronic,324,"A shimmering electronic composition blending ambient washes with crisp, mechanical rhythms."
song-417,Hey You,artist-4,Rock,384,An anthemic rock song blending heavy instrumentation with soaring vocal melodies.
song-418,Fading Storms,artist-9,Pop,164,A sleek pop groove layering smooth rhythms with captivating melodic twists.
song-419,Eternal Mountains,artist-10,Pop,173,A polished pop track blending smooth vocals with shimmering production and danceable beats.
song-420,On the Sunny Side of the Street,artist-11,Jazz,285,A swinging jazz number driven by rhythmic vitality and spontaneous creative energy.
song-421,Too Long,artist-16,Electronic,169,An atmospheric electronic journey drifting through ethereal pads and rhythmic precision.
song-422,Ramble On,artist-1,Rock,269,An anthemic rock song blending heavy instrumentation with soaring vocal melodies.
song-423,Radio Ga Ga,artist-3,Rock,326,A sweeping rock ballad balancing heavy instrumentation with moments of quiet introspection.
song-424,Appassionata,artist-20,Classical,362,A graceful classical piece flowing with refined beauty and subtle emotional depth.
song-425,Symphony No 40,artist-20,Classical,262,A grand classical piece commanding attention with bold thematic statements and masterful development.
song-426,Wild Horizons,artist-2,Rock,373,A sweeping rock ballad balancing heavy instrumentation with moments of quiet introspection.
song-427,Money,artist-2,Rock,386,"A driving rock track with powerful guitar riffs and raw, unfiltered energy."
song-428,Broken Dreams,artist-13,Jazz,322,A lively jazz outing bouncing with rhythmic interplay and virtuosic musicianship.
song-429,Lose Yourself to Dance,artist-15,Electronic,331,"A driving electronic piece built on layered synths and a relentless, hypnotic beat."
song-430,When the Levee Breaks,artist-2,Rock,298,A muscular rock anthem fueled by relentless riffs and commanding vocal delivery.
song-431,Dark Flames,artist-11,Jazz,330,A lively jazz outing bouncing with rhythmic interplay and virtuosic musicianship.
song-432,Hello Dolly,artist-13,Jazz,276,A lively jazz outing bouncing with rhythmic interplay and virtuosic musicianship.
song-433,Bright Stars,artist-2,Rock,336,An adrenaline-charged rock song driven by pulsating bass and fierce vocal intensity.
song-434,Get Up Stand Up,artist-14,Reggae,339,A soulful reggae piece combining spiritual themes with an irresistible one-drop beat.
song-435,Distant Waves,artist-20,Classical,180,A luminous classical composition radiating warmth through gentle strings and expressive phrasing.
song-436,Symphony No 9,artist-19,Classical,308,A graceful classical piece flowing with refined beauty and subtle emotional depth.
song-437,Rondo Alla Turca,artist-20,Classical,218,"A contemplative classical work exploring rich harmonic landscapes with patient, unhurried grace."
song-438,New Kid in Town,artist-2,Rock,286,A gritty rock tune channeling rebellious energy through distorted chords and pounding rhythms.
song-439,Symphony No 5,artist-20,Classical,197,A luminous classical composition radiating warmth through gentle strings and expressive phrasing.
song-440,Penny Lane,artist-6,Pop,273,"A soulful pop ballad showcasing emotive vocals over gentle, sweeping instrumentation."
song-441,Natural Mystic,artist-14,Reggae,229,"An uplifting reggae song blending skanking guitars with soulful, conscious lyrics."
song-442,Distant Waves,artist-19,Classical,316,A luminous classical composition radiating warmth through gentle strings and expressive phrasing.
song-443,Lively Up Yourself,artist-14,Reggae,278,"A steady reggae jam layering rich harmonies over a pulsing, head-nodding rhythm."
song-444,Midnight Lights,artist-4,Rock,363,"A dynamic rock track shifting between brooding verses and explosive, cathartic choruses."
song-445,Golden Lights,artist-6,Pop,188,A polished pop track blending smooth vocals with shimmering production and danceable beats.
song-446,Dark Horizons,artist-15,Electronic,186,"A pulsating electronic track weaving synthetic textures into a mesmerizing, futuristic soundscape."
song-447,Distant Storms,artist-15,Electronic,274,A high-energy electronic anthem powered by pounding kicks and euphoric synth leads.
song-448,Broken Echoes,artist-11,Jazz,279,A lively jazz outing bouncing with rhythmic interplay and virtuosic musicianship.
song-449,Emperor Concerto,artist-19,Classical,275,A grand classical piece commanding attention with bold thematic statements and masterful development.
song-450,Dark Rivers,artist-16,Electronic,273,"A driving electronic piece built on layered synths and a relentless, hypnotic beat."
song-451,Wild Skies,artist-9,Pop,341,A polished pop track blending smooth vocals with shimmering production and danceable beats.
song-452,Silent Horizons,artist-8,Pop,194,"A dreamy pop piece floating on airy production and wistful, introspective lyrics."
song-453,Golden Voices,artist-10,Pop,164,A silky pop number with lush harmonies and an effortlessly memorable chorus.
song-454,Piano Concerto No 21,artist-19,Classical,415,A pastoral classical work painting serene landscapes with flowing melodies and soft orchestration.
song-455,Wild Rivers,artist-11,Jazz,388,A contemplative jazz ballad unfolding with gentle restraint and emotional depth.
song-456,Bright Flames,artist-13,Jazz,380,A moody jazz track painting atmospheric soundscapes with expressive instrumental interplay.
song-457,First Roads,artist-18,Country,230,"A breezy country song carried by bright acoustic picking and a relaxed, conversational delivery."
song-458,SOS,artist-7,Pop,182,A polished pop track blending smooth vocals with shimmering production and danceable beats.
song-459,Time,artist-4,Rock,288,A gritty rock tune channeling rebellious energy through distorted chords and pounding rhythms.
song-460,Dark Rivers,artist-9,Pop,406,A breezy pop track carried by warm melodies and sparkling synth textures.
song-461,Silent Skies,artist-14,Reggae,224,A rhythmic reggae anthem radiating peace and positivity through offbeat guitar chops.
song-462,Electric Flames,artist-14,Reggae,242,"An uplifting reggae song blending skanking guitars with soulful, conscious lyrics."
song-463,Twist and Shout,artist-10,Pop,190,An energetic pop hit bursting with rhythmic vitality and singalong appeal.
song-464,Midnight Horizons,artist-7,Pop,301,"A dreamy pop piece floating on airy production and wistful, introspective lyrics."
song-465,Gimme Gimme Gimme,artist-10,Pop,381,"A vibrant pop song combining playful lyrics with a toe-tapping, radio-ready groove."
song-466,Express Yourself,artist-10,Pop,392,A sleek pop groove layering smooth rhythms with captivating melodic twists.
song-467,Giant Steps,artist-13,Jazz,310,A haunting jazz meditation drifting through shadowy harmonies and introspective silences.
song-468,Something,artist-9,Pop,159,A catchy pop tune with infectious hooks and a feel-good vibe from start to finish.
song-469,Glory Days,artist-3,Rock,262,An adrenaline-charged rock song driven by pulsating bass and fierce vocal intensity.
song-470,Round Midnight,artist-11,Jazz,358,A contemplative jazz ballad unfolding with gentle restraint and emotional depth.
song-471,Norwegian Wood,artist-6,Pop,335,A polished pop track blending smooth vocals with shimmering production and danceable beats.
song-472,Distant Flames,artist-4,Rock,382,A hard-hitting rock number built on thunderous drums and electrifying guitar work.
song-473,Wild Echoes,artist-18,Country,265,"A soulful country number weaving tales of the heartland with authentic, earthy instrumentation."
song-474,Last Mountains,artist-12,Jazz,205,A smooth jazz composition gliding through mellow grooves and nuanced melodic phrasing.
song-475,Electric Horizons,artist-14,Reggae,172,"A roots reggae track carrying a message of hope over a deep, rolling riddim."
song-476,Instant Crush,artist-15,Electronic,277,"A cerebral electronic exploration balancing mechanical precision with organic, emotional undertones."
song-477,Get Lucky,artist-15,Electronic,333,"A shimmering electronic composition blending ambient washes with crisp, mechanical rhythms."
song-478,Last Roads,artist-7,Pop,346,"A vibrant pop song combining playful lyrics with a toe-tapping, radio-ready groove."
song-479,Wild Echoes,artist-12,Jazz,216,A contemplative jazz ballad unfolding with gentle restraint and emotional depth.
song-480,Hung Up,artist-8,Pop,398,A sleek pop groove layering smooth rhythms with captivating melodic twists.
song-481,Rising Mountains,artist-19,Classical,399,A graceful classical piece flowing with refined beauty and subtle emotional depth.
song-482,Bright Dreams,artist-8,Pop,252,A breezy pop track carried by warm melodies and sparkling synth textures.
song-483,Simple Man,artist-4,Rock,345,"A heartfelt rock ballad of motherly wisdom about living a simple, honest life."
song-484,Fading Voices,artist-4,Rock,256,A gritty rock tune channeling rebellious energy through distorted chords and pounding rhythms.
song-485,Last Stars,artist-5,Rock,163,An intense rock composition merging melodic hooks with explosive instrumental passages.
song-486,Shine On You Crazy Diamond,artist-5,Rock,262,An adrenaline-charged rock song driven by pulsating bass and fierce vocal intensity.
song-487,Waterloo,artist-8,Pop,354,An energetic pop hit bursting with rhythmic vitality and singalong appeal.
song-488,Last Stars,artist-4,Rock,271,An intense rock composition merging melodic hooks with explosive instrumental passages.
song-489,Zimbabwe,artist-14,Reggae,232,A laid-back reggae groove pulsing with warm bass lines and sun-soaked rhythms.
song-490,So What,artist-11,Jazz,366,A smooth jazz composition gliding through mellow grooves and nuanced melodic phrasing.
song-491,Around the World,artist-15,Electronic,226,An atmospheric electronic journey drifting through ethereal pads and rhythmic precision.
song-492,Last Skies,artist-18,Country,344,"A soulful country number weaving tales of the heartland with authentic, earthy instrumentation."
song-493,Waiting in Vain,artist-14,Reggae,303,A laid-back reggae groove pulsing with warm bass lines and sun-soaked rhythms.
song-494,Lost Shadows,artist-9,Pop,176,A catchy pop tune with infectious hooks and a feel-good vibe from start to finish.
song-495,Pocket Calculator,artist-16,Electronic,310,A luminous electronic piece radiating digital warmth through cascading arpeggios and steady beats.
song-496,Brain Damage,artist-3,Rock,178,A hard-hitting rock number built on thunderous drums and electrifying guitar work.
song-497,Last Echoes,artist-16,Electronic,159,"A sleek electronic track fusing minimalist melodies with deep, throbbing bass pulses."
song-498,I Walk the Line,artist-17,Country,280,A nostalgic country ballad reflecting on simpler times with gentle steel guitar and honest vocals.
song-499,Eternal Flames,artist-12,Jazz,367,A spirited jazz composition celebrating the art of improvisation with infectious swing.
song-500,Moonlight Sonata,artist-20,Classical,236,A pastoral classical work painting serene landscapes with flowing melodies and soft orchestration.
